category,title,link,content
"
                    Politics
                ",,https://apnews.com/article/supreme-court-asset-forfeiture-hearing-sotomayor-d1aafeb7a114d9774210342912e14f44,
"
                    Politics
                ",,https://apnews.com/article/supreme-court-trump-capitol-riot-prosecution-immunity-72c885c07c77970d4380206f87b2d8ca,
"
                    Politics
                ",,https://apnews.com/article/abortion-idaho-state-bans-health-care-06ce8d1870db6864496ce281b6a3e77a,
"
                    Business
                ",,https://apnews.com/article/japanese-yen-dollar-currency-exchange-rate-2226ed50c429c6faf76da05bcab77c0c,
"
                    Business
                ",,https://apnews.com/article/jpmorgan-chase-jamie-dimon-economy-stagflation-76b6dbb8c87580a709c50dd3d00d751d,
"
                    Business
                ",,https://apnews.com/article/microsoft-macron-choose-france-summit-ai-investment-784a235e3f35825e187d7e0ced14cada,
"
                    Business
                ",,https://apnews.com/article/ai-workforce-intel-training-initiatives-26772553fe7ed82b535b41a8169ac078,
"
                    Business
                ",,https://apnews.com/article/bookingcom-eu-european-union-digital-regulations-b1448c7b3d7a9b5c03481d0141256d7f,
"
                    Business
                ",,https://apnews.com/article/amazon-autonomous-vehicle-investigation-crashes-zoox-45c53600710407bc6f82b0a855c46e12,
"
                    Politics
                ",,https://apnews.com/article/supreme-court-trump-immunity-prosecution-capitol-riot-9fd5dc5947dab82bbd18d3efcb4267d8,
"
                    Politics
                ",,https://apnews.com/article/blinken-israel-hamas-gaza-rafah-war-6e0f887bd307f707a05190b33708fe58,Secretary of State Antony Blinken has delivered some of the Biden administration’s strongest public criticism yet of Israel’s conduct of the war in Gaza.
"
                    Politics
                ",,https://apnews.com/article/ai-military-machine-learning-autonomy-china-gps-5f327918075cea0bfc32e5d36cba801d,"When two U.S. fighter jets recently faced off in a dogfight in California, only one was piloted by a human."
"
                    Politics
                ",,https://apnews.com/article/trump-hush-money-michael-cohen-stormy-mcdougal-6e73d8e03fc749ec123ac833e0e0f6f2,"The events at the center of former President Donald Trump’s hush money case date back almost two decades, with new dates coming to light as the trial plays out in a Manhattan courtroom."
"
                    Business
                ",,https://apnews.com/article/turkey-greece-erdogan-mitsotakis-normalization-talks-ankara-356ff4032ea41f9d8f3d75e557dd0456,Greece’s leader has arrived in Turkey’s capital for talks with President Recep Tayyip Erdogan as the countries pursue a normalization program and seek to put aside decades-old disputes.
"
                    Business
                ",,https://apnews.com/article/squarespace-permira-software-068715b5a3b658cdaad13f493593192c,Software company Squarespace is being taken private in an approximately $6.9 billion all-cash deal with private equity firm Permira.
"
                    Business
                ",,https://apnews.com/article/mali-mosque-insecurity-ritual-djenne-heritage-danger-991059d6df7b671ce9c9f92a2f247d05,"Thousands of Malians joined the annual replastering of the world’s largest mud-brick building this weekend, a key ritual that maintains the integrity of the Great Mosque of Djenne in central Mali."
"
                    Business
                ",,https://apnews.com/article/japan-softbank-alibaba-arm-2f124b95194a3711ee1b2b4cefe0634b,"Japanese technology company SoftBank Group says it trimmed its losses for the fiscal year through March to about a quarter of the red ink it racked up a year earlier, as investment losses declined."
"
                    Business
                ",,https://apnews.com/article/ai-recreating-lost-voice-illness-a6512c33481072c22182c116d2cbe419,Artificial intelligence voice-cloning technology carries so many risks of harmful impersonation that major technology companies are wary of letting people use it.
"
                    Business
                ",,https://apnews.com/article/australia-church-stabbing-x-musk-24cd35d37b9e2c38b643f186f3625f2e,An Australian judge has lifted a ban on the social media platform X showing Australians a video of a bishop being stabbed in a Sydney church.
"
                    Politics
                ",,https://apnews.com/article/bob-menendez-bribery-trial-gold-bars-401b5ac79ab2f87956dccb600403b307,Sen. Bob Menendez has arrived at a Manhattan courthouse for the start of his trial on charges that he accepted bribes of gold and cash to use his influence to aid three New Jersey businessmen.
"
                    Politics
                ",,https://apnews.com/article/trump-hush-money-trial-michael-cohen-witness-091b0e50af2738eb261f395e9d658505,Michael Cohen is the most central witness for prosecutors in former President Donald Trump’s hush money trial.
"
                    Politics
                ",,https://apnews.com/article/senator-bob-menendez-bribery-trial-e81fd8f8abd3cfce8ec3ee1a3c02fd71,"For the second time in a decade, Sen. Bob Menendez is finding his political career and freedom on the line in a federal criminal case that already has forced him out of one of the Senate’s most powerful posts."
"
                    Politics
                ",,https://apnews.com/article/school-safety-guns-artificial-intelligence-legislation-336b9ec34df538d93d4f06e34b11c9b1,Schools across the U.S. are increasingly turning to artificial intelligence and video cameras to spot guns.
"
                    Politics
                ",,https://apnews.com/article/indiana-women-lieutenant-governors-1f9203ffcc3e44ba2288f62da651bd41,Indiana is one of 18 states that has never had a female governor. But four out of its five past lieutenant governors have been women.
"
                    Politics
                ",,https://apnews.com/article/kristi-noem-tribes-ban-south-dakota-dog-dbfd7dd2e26985f35d8ad85da724bdc6,South Dakota Gov. Kristi Noem is now banned from entering nearly 20% of her state after two more tribes banished her this week over comments she made earlier this year about tribal leaders benefitting from drug cartels.
"
                    Politics
                ",,https://apnews.com/article/florida-deputy-black-airman-killed-fortson-5b97a30b51272413346b255235f3ba70,"The killing of a Black U.S. Air Force senior airman by a Florida sheriff’s deputy responding to a phoned-in complaint about an argument has the airman’s family calling for charges, saying the shooting was completely unjustified."
"
                    Politics
                ",,https://apnews.com/article/bob-graham-florida-memorial-5ae881b41dbbc31f7f24c37e39f1fa37,"Family and friends have remembered former Florida Gov. and U.S. Sen. Bob Graham as a politician who usually avoided rancor, enjoyed meeting regular Floridians and always behaved civilly, even behind closed doors."
"
                    Business
                ",,https://apnews.com/article/week-business-inflation-retail-sales-6b95dd3e77eb63d9eac4e76ab4329ef3,"The Labor Department releases producer price data for April on Tuesday, and its April report on consumer prices on Wednesday."
"
                    Business
                ",,https://apnews.com/article/federal-reserve-rate-cuts-inflation-spending-b85c813418a1d00cfcf0391e9441ce02,"The sharp interest rate hikes of the past two years will likely take longer than previously expected to bring down inflation, several Federal Reserve officials have said in recent comments, suggesting there may be few, if any, rate cuts this year."
"
                    Business
                ",,https://apnews.com/article/emirates-airline-2023-financials-air-travel-f19be8d0ccf31a0a91dadaba43d6682f,The long-haul carrier Emirates says it saw record profits of $4.7 billion in 2023 as the airline fully took flight after the turbulent years of the coronavirus pandemic disrupted its operations.
"
                    Business
                ",,https://apnews.com/article/denmark-coin-auction-bruun-49359d9f3e5c0d301771b18a25464056,"The vast coin collection of a Danish butter magnate is set to finally go to on sale a century after his death, and could fetch up to $72 million."
"
                    Business
                ",,https://apnews.com/article/bob-menendez-bribery-trial-gold-bars-401b5ac79ab2f87956dccb600403b307,Sen. Bob Menendez has arrived at a Manhattan courthouse for the start of his trial on charges that he accepted bribes of gold and cash to use his influence to aid three New Jersey businessmen.
"
                    Business
                ",,https://apnews.com/article/union-strike-virgin-las-vegas-contract-1219ec5c0e71064f79c860cf9865b47c,The largest labor union in Nevada has ended a planned 48-hour strike meant to pressure Virgin Hotels Las Vegas to agree to a five-year contract on wages and benefits.
"
                    Politics
                ",,https://apnews.com/article/los-angeles-racist-recording-scandal-labor-333b4933d62affae31b4e79c15fb2410,Los Angeles County prosecutors say they suspect a crime was committed in the recording of a racist conversation that prompted the city council president to resign.
"
                    Politics
                ",,https://apnews.com/article/chris-murphy-connecticut-senate-6753a79a02090b16c61b00a0fb06d889,"Connecticut Democrats have unanimously endorsed U.S. Sen. Chris Murphy for a third term. They praised the state’s junior senator for his work on gun reform and foreign policy during Saturday’s state convention, held at the Mohegan Sun casino and resort."
"
                    Politics
                ",,https://apnews.com/article/new-mexico-seeks-hydrogen-fuel-investments-14ce91107e326a3adbc32c63cb98a50b,The governor of New Mexico has announced plans to court new investments in hydrogen fuel development at a business summit in the Netherlands over the coming week.
"
                    Politics
                ",,https://apnews.com/article/trump-tax-losses-audit-election-chicago-skyscraper-47729a0758e6b54aa06c075fc49c5c53,A report by The New York Times and ProPublica says former President Donald Trump may face an IRS bill in excess of $100 million after a government audit indicates he double-dipped on tax losses tied to a Chicago skyscraper.
"
                    Politics
                ",,https://apnews.com/article/commencement-jill-biden-arizona-community-college-speech-bb8d3a22611f4b2f9f4bfed3748e58c4,First lady Jill Biden is telling graduates of an Arizona community college to tune out the people who tell them what they can’t do.
"
                    Politics
                ",,https://apnews.com/article/new-minnesota-state-flag-a467e61517134531e65545e696a48fe1,Minnesota officially unfurled its new state flag atop the capitol for the first time Saturday on statehood day.
"
                    Politics
                ",,https://apnews.com/article/maryland-senate-democratic-primary-hogan-trone-alsobrooks-8bdc16f6bbac18623d64cb65bf4172f1,"Maryland Democrats are trying to decide which Senate candidate is best positioned to beat Republican Larry Hogan, a popular former governor."
"
                    Business
                ",,https://apnews.com/article/spain-train-disruption-catalonia-barcelona-9cf9381cc673c0e09ade81a419df35ac,Spanish rail authorities say commuter rail service serving Barcelona and northeastern Spain has suffered major disruption because of the theft of copper cables from a train installation.
"
                    Business
                ",,https://apnews.com/article/central-african-republic-rebels-china-gold-3eb924e41782647209b25ea8a1f39fe8,Authorities say that anti-government rebels in the Central African Republic have carried out an attack in a village known for gold mining.
"
                    Business
                ",,https://apnews.com/article/paid-family-leave-maternity-22aaac545f83b95842316a3029f3bb40,More working U.S. parents than ever are celebrating their first Mother’s Day with hard-fought access to paid time off to care for newborns.
"
                    Business
                ",,https://apnews.com/article/afghanistan-floods-baghlan-84b9ff467fe93e6b1db3149378d391a9,Victims of the devastating floods in northern Afghanistan are burying the dead and looking for the loved ones still missing.
"
                    Business
                ",,https://apnews.com/article/pakistan-kashmir-protest-inflation-1686174bcb224210405a66391c33f29b,"A protest against rising costs of food, fuel and utility bills has turned violent in Pakistani-controlled portion of Kashmir, leaving a police officer dead and dozens of people injured."
"
                    Business
                ",,https://apnews.com/article/poland-warsaw-fire-shopping-center-5c043151b68c1a781bb07c3bad78b18f,"A major fire broke out in a vast shopping complex in the Polish capital that housed some 1,400 shops and service outlets. Many of the vendors were from Vietnam."
"
                    Business
                ",,https://apnews.com/article/school-safety-guns-artificial-intelligence-legislation-336b9ec34df538d93d4f06e34b11c9b1,Schools across the U.S. are increasingly turning to artificial intelligence and video cameras to spot guns.
"
                    Politics
                ",,https://apnews.com/article/vermont-legislature-adjourns-b523fb14564d3c8034c553445e1c9db0,"The Vermont Legislature has adjourned, ending a session focused on housing, climate change and addressing soaring property taxes."
"
                    Politics
                ",,https://apnews.com/article/army-special-forces-troops-cuts-ukraine-lessons-ac7c41d5d9f299fadc96f2c2520c2abf,"U.S. special operations commanders are having to do more with less and they’re learning from the war in Ukraine, That means juggling how to add more high-tech experts to their teams while still cutting their overall forces by about 5,000 troops over the next five years."
"
                    Politics
                ",,https://apnews.com/article/trump-trial-hush-money-stormy-daniels-c69d54c51e2fccbbc0b19e2220222b0e,The alleged sexual encounter at the center of Donald Trump’s criminal hush money trial got a graphic airing in court this past week as porn actor Stormy Daniels shared her account before a rapt jury.
"
                    Politics
                ",,https://apnews.com/article/justice-clarence-thomas-conference-critics-nastiness-court-1ed1d67e57ee00fd3d7e1b5ff19d89c0,Supreme Court Justice Clarence Thomas has told attendees at a judicial conference that he and his wife have faced “nastiness and lies” over the last several years.
"
                    Politics
                ",,https://apnews.com/article/georgia-republicans-brian-pritchard-removed-voted-illegally-7e895e0d3d86e60ccd09ac2eb7dcc2fc,Georgia’s Republican Party has removed one of its officers after a judge found he voted illegally nine times after moving to the state.
"
                    Politics
                ",,https://apnews.com/article/credit-card-late-fees-banks-cfpb-biden-85e1b89c16670c28c3ec311e8519547c,A federal judge in Texas temporarily halted a plan by the Biden administration to lower late fees on credit cards to $8 that was slated to go into effect next week.
"
                    Politics
                ",,https://apnews.com/article/rudy-giuliani-wabc-radio-suspension-ff25423289ecacd9b0ee29c73634b7f8,Rudy Giuliani has been suspended from WABC Radio and his daily show canceled over his violation of a ban on discussing discredited 2020 election claims.
"
                    Business
                ",,https://apnews.com/article/lithuania-presidential-election-gitanas-nauseda-fcb8f81f23033f63ce780b1ffe477185,Lithuanians have voted in a presidential election at a time when Russian gains on the battlefield in Ukraine are fueling greater fears about Moscow’s intentions.
"
                    Politics
                ",,https://apnews.com/article/california-budget-deficit-18ff9c1ec885ec5bc69e790a836d9bdd,"California has a multibillion-dollar budget deficit that could force Democratic leaders to end a number of safety net programs and permanently cut 10,000 vacant state jobs."
"
                    Politics
                ",,https://apnews.com/article/foreign-land-ownership-kansas-china-iraq-a1dc29f81acdf6fe46e64427c6764fbe,Democratic Gov. Laura Kelly has vetoed proposed restrictions on foreign ownership of land in Kansas.
"
                    Politics
                ",,https://apnews.com/antony-blinken-general-news-5244fd219d4f37801f705da5489c0b70,Guest lineups for the Sunday news shows
"
                    Politics
                ",,https://apnews.com/article/georgia-brian-jack-republican-congress-primary-dugan-5f61fc773d1af583fa7f4b12c109b407,Brian Jack came home to Georgia with former President Donald Trump’s endorsement and stack of Washington contacts.
"
                    Politics
                ",,https://apnews.com/article/minnesota-legal-marijuana-now-07067932e7bfbe4674beb63d42657247,The Minnesota Supreme Court on Friday booted the Legal Marijuana Now Party as a major political party in the state.
"
                    Politics
                ",,https://apnews.com/article/supreme-court-kavanaugh-roe-wade-aa49e89ea0f35442ee1042b5bdcd9d69,Supreme Court Justice Brett Kavanaugh says U.S. history shows court decisions unpopular in their time later can become part of the “fabric of American constitutional law.”
"
                    Politics
                ",,https://apnews.com/article/abortion-kansas-child-support-fetuses-10aaeec4ed3abcffee921d2d7391383f,Kansas Gov. Laura Kelly has vetoed a bill aimed at ensuring that judges order child support payments for fetuses.
"
                    Entertainment
                ",,https://apnews.com/article/steve-buscemi-punched-new-york-d523254e03c7fee368676057708c6341,Actor Steve Buscemi’s publicist says he is OK after the “Boardwalk Empire” star was punched in the face by a man on a New York City street.
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-contest-dutch-expelled-joost-klein-88d67564f942388255ce0feb1f342af7,
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-eu-flag-controversy-protest-c534fab03cf9a1393992432c32d41e51,
"
                    Entertainment
                ",,https://apnews.com/article/celebrity-birthdays-2024-may-smith-7942a89922b4ec8b09a803693c8e4f3a,
"
                    Entertainment
                ",,https://apnews.com/article/cannes-film-festival-furiosa-metoo-coppola-megalopolis-0eee7ebe75363e76fba89ca3bfe010b9,
"
                    Entertainment
                ",,https://apnews.com/video/zoe-saldana-animation-and-comics-movies-4143ee3c38154ff9992eb3bf86ce19c4,
"
                    Entertainment
                ",,https://apnews.com/video/anne-rice-new-york-35cf19c16f624573a55252ef2314b793,
"
                    Entertainment
                ",,https://apnews.com/article/kingdom-planet-apes-movie-review-6fbd13196311d67812e5483a349869ac,
"
                    Entertainment
                ",,https://apnews.com/article/movie-review-tv-glow-adf67ae1212375d0509804ca886b0ba3,
"
                    Entertainment
                ",,https://apnews.com/article/movie-review-fall-guy-0b8af0b864dd5a25bdf83f373bb07816,
"
                    Entertainment
                ",,https://apnews.com/article/challengers-movie-review-zendaya-cec4315880486ff93454e22bc14b7d6c,
"
                    Entertainment
                ",,https://apnews.com/article/something-has-passed-joanna-arnow-1a66a56ad56bfdef145d0ef7e5cf1bc3,
"
                    Entertainment
                ",,https://apnews.com/article/abigail-movie-review-0595a0958d6b68af8f36a603dbfd7fd7,
"
                    Entertainment
                ",,https://apnews.com/article/sasquatch-sunset-movie-review-9426906e8e170adc814b1f1e88c9fcd0,
"
                    Entertainment
                ",,https://apnews.com/article/box-office-kingdom-planet-apes-fall-guy-68f5bc2b3a48851ad190652f6cc055f3,
"
                    Entertainment
                ",,https://apnews.com/article/roger-corman-dies-obituary-hollywood-b85b5fbc13184b5f8dab1e9d4b881645,
"
                    Entertainment
                ",,https://apnews.com/article/sam-rubin-dead-ktla-8bd223a18f19225ab6ecc6b16fdcaead,
"
                    Entertainment
                ",,https://apnews.com/article/oscars-academy-fundraising-campaign-italy-a243142bd8e2639e4888611319dd99a6,
"
                    Entertainment
                ",,https://apnews.com/article/supreme-court-justice-gorsuch-book-over-ruled-3bdd27fe9dd50e39bffd6eef030ad24f,
"
                    Entertainment
                ",,https://apnews.com/article/oprah-winfrey-book-club-toibin-long-island-61646845dfa6b69562077c077c6748b8,
"
                    Entertainment
                ",,https://apnews.com/article/first-love-lilly-dancyger-book-review-d1e08a6a008d34977681a9934ce76bb2,
"
                    Entertainment
                ",,https://apnews.com/article/skunks-fiona-warnick-book-review-5cd7e5dcaba459da7daf1076638620fa,
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-how-to-watch-986ada91a19bee6200bc745815b86f64,
"
                    Entertainment
                ",,https://apnews.com/article/grupo-frontera-interview-new-album-61264a22c073e0f0a55af5e71b96504d,
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-song-contest-malmo-explainer-f722ba845a2a21ce0ecfe02ef92d9d51,
"
                    Entertainment
                ",,https://apnews.com/article/music-midtown-atlanta-canceled-adcfc38ffa9517424103d0830c8230ec,
"
                    Entertainment
                ",,https://apnews.com/article/stream-tv-movies-music-may-2024-billie-7d14953fc380d452e4f1c74a29fd56ae,
"
                    Entertainment
                ",,https://apnews.com/article/bob-ross-painting-unfinished-season-nichola-hankins-cd50203eb6b3cf4f1893364cfae472be,
"
                    Entertainment
                ",,https://apnews.com/article/brazil-floods-rio-grande-do-sul-horse-rescue-d50d1c2436245c24a0094d4106b60e85,
"
                    Entertainment
                ",,https://apnews.com/article/tom-selleck-book-acf166c42037f6d1f343ec951e27b86d,
"
                    Entertainment
                ",,https://apnews.com/article/meghan-harry-nigeria-lagos-400018e06994e398b8bdb506f04f1385,"Nigeria’s fashion and traditional dances were at full display during Prince Harry and Meghan’s visit to the country’s largest city, Lagos."
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-song-contest-nemo-winner-switzerland-3cac68541bba210c3da404440b112741,"Swiss Eurovision fans were getting ready to give a hero’s welcome to singer Nemo, who won the 68th Eurovision Song Contest with “The Code,” an operatic pop-rap ode to the singer’s journey toward embracing a nongender identity."
"
                    Entertainment
                ",,https://apnews.com/article/germany-bavaria-finger-wrestling-competition-championship-8297cc5045a6e939eecd4928bb44af5b,"BERNBEUREN, Germany (AP) — Despite the threat of dislocated fingers and strained muscles, over 150 Bavarian men came together Sunday to compete in Germany’s unique national championship of “Fingerhakeln,” or finger wrestling."
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-song-contest-netherlands-klein-aa205e5af73e5a03526c2c7fa58f864c,A Dutch public broadcaster has reacted angrily after the Netherlands’ contestant in the Eurovision Song Contest was dramatically expelled from the competition hours before Saturday’s final.
"
                    Entertainment
                ",,https://apnews.com/article/eurovision-song-contest-final-israel-protests-09e31963ed7db607ea137c9333eabf87,"Swiss singer Nemo has won the 68th Eurovision Song Contest with “The Code,” an operatic ode to the singer’s journey toward embracing a nongender identity."
"
                    Entertainment
                ",,https://apnews.com/article/gees-bend-quilts-black-history-month-target-c6e1d9500ef044e34c2ae329ce0917c7,"Over the past two decades, Gee’s Bend quilts have captured the public’s imagination with their kaleidoscopic colors and their daring geometric patterns."
"
                    Entertainment
                ",,https://apnews.com/article/westminster-kennel-club-dog-show-b5203dec4c9da40f26d6b4fdb09f1616,"To the casual viewer, competing at the Westminster Kennel Club dog show might look as simple as getting a dog, grooming it and leading it around a ring."
"
                    Entertainment
                ",,https://apnews.com/article/diddy-sean-combs-lawsuit-investigation-sex-trafficking-d2c44eedff90e2c697a5790bd0d21d8e,Sean “Diddy” Combs is asking a judge to dismiss a lawsuit alleging that he and two other men raped a 17-year-old girl in a New York recording studio in 2003.
"
                    Entertainment
                ",,https://apnews.com/article/rudy-giuliani-wabc-radio-suspension-ff25423289ecacd9b0ee29c73634b7f8,Rudy Giuliani has been suspended from WABC Radio and his daily show canceled over his violation of a ban on discussing discredited 2020 election claims.
"
                    Entertainment
                ",,https://apnews.com/article/billy-graham-statue-capital-ceremony-ec14b84226662fb265ae9c721bcbf2f1,A statue of the late Rev. Billy Graham set to stand inside the U.S. Capitol to represent North Carolina will be unveiled next week in a ceremony.
"
                    Entertainment
                ",,https://apnews.com/article/salman-rushdie-assault-stabbing-suspect-charges-8b9815e4491bdee017612805bb409ad7,The lawyer for the New Jersey man charged with stabbing author Salman Rushdie says he’s in talks with prosecutors to try to resolve existing charges of attempted murder without a trial — as well as potential terrorism-related charges that could still be coming.
"
                    Entertainment
                ",,https://apnews.com/article/miss-usa-teen-pageant-resignations-d188872c2d4948669e416aa7c6bd9870,"The winners of Miss USA and Miss Teen USA resigned from their titles within days of each other. Their decisions this week shine a spotlight on the Miss Universe Organization, which runs both pageants."
"
                    Entertainment
                ",,https://apnews.com/article/brian-wilson-conservatorship-beach-boys-283adf3e04aef5744ac818c36131cf9e,A judge has put Beach Boys founder Brian Wilson under a court conservatorship to oversee his personal and medical affairs after the legendary songwriter’s doctor reported that he has a major neurocognitive disorder.
"
                    Entertainment
                ",,https://apnews.com/article/nba-youngboy-utah-charges-prescription-drugs-bond-05c252a2c7e3613d06623a3df83a623c,"A judge in Utah has set a $100,000 bond for rapper NBA YoungBoy who faces dozens of charges involving a fraudulent prescription operation he allegedly orchestrated."
"
                    Entertainment
                ",,https://apnews.com/article/prince-william-kate-doing-well-comments-cancer-12fd6d30db956b86765330f5b18968d5,Prince William has offered a positive assessment of his wife’s health in one of his few statements about Kate’s condition since she announced that she was undergoing treatment for cancer.
"
                    Entertainment
                ",,https://apnews.com/article/olympics-2024-flavor-flav-water-polo-e9b87dfc32dcdeeabd3cd97121a83c89,"Flavor Flav believes the hype on the three-time defending Olympic champion U.S. women’s water polo team, and now he’s stepping in to help its quest for another gold medal."
"
                    Entertainment
                ",,https://apnews.com/article/las-vegas-hotel-casino-union-strike-faf62f04aa766367de1df522b52f3572,About 700 workers have walked off the job at a hotel-casino near the Las Vegas Strip in what union organizers say will be a 48-hour strike after spending months trying to reach a deal for new five-year contract with Virgin Hotels.
"
                    Entertainment
                ",,https://apnews.com/article/video-game-cover-d05a74780bb99887a0f55c0be0b2f579,"Michigan running back Donovan Edwards, Texas quarterback Quinn Ewers and Colorado two-way star Travis Hunter are among six players displayed on the cover of EA Sports College Football 25."
"
                    Entertainment
                ",,https://apnews.com/entertainment/top-20-global-concert-tours-from-pollstar-18aa130f71ddb5de7f73fd7a8912f5b6,AP Global Top 20 Pollstar Week of 05/13/24
"
                    Entertainment
                ",,https://apnews.com/article/wagner-ring-cycle-zurich-noseda-homoki-381e27dae2d7a57b854c42e63d4dc804,"In an age of radical reinterpretations, conductor Gianandrea Noseda and director Andreas Homoki created a counterrevolutionary version of Wagner’s four-night, 15-hour Ring Cycle."
"
                    Sports
                ",,https://apnews.com/article/nfl-schedule-ravens-chiefs-74399c903656a4165072f93e6d13da5c,The Super Bowl champion Kansas City Chiefs will open the regular season at home against the Baltimore Ravens on Sept. 5 in a rematch of the AFC title game.
"
                    Sports
                ",,https://apnews.com/article/nba-playoffs-nuggets-timberwolves-score-87ef0fb5d2c9571ff9e5818095051c09,
"
                    Sports
                ",,https://apnews.com/article/nba-playoffs-pacers-knicks-score-5878b2ecfca8a66c9cec72050c322ff8,
"
                    Sports
                ",,https://apnews.com/article/nhl-playofs-bruins-panthers-score-695a24c425975bb948d74069b1ae103f,
"
                    Sports
                ",,https://apnews.com/article/pga-championship-jordan-spieth-rory-grand-slam-46c3fd305364030b9163f524a940888d,
